"CodeC","NoImmat","DateDebLoc","DateFinLoc","KmDeb","KmFin"
4358,"IMM0011","2024-08-16","2024-08-23",15467,15769
1166,"IMM0011","2024-08-21","2024-08-30",15769,16416
2936,"IMM0011","2024-10-03","2024-10-13",16416,16557
8,"IMM0011","2024-10-09","2024-10-13",16557,17147
2744,"IMM0011","2024-10-11","2024-10-14",17147,17514
1202,"IMM0011","2024-10-23","2024-10-31",17514,17954
1384,"IMM0011","2024-11-01","2024-11-04",17954,18109
2665,"IMM0011","2024-11-30","2024-12-06",18109,18738
3281,"IMM0011","2024-12-10","2024-12-14",18738,19481
3619,"IMM0011","2024-12-16","2024-12-21",19481,19741
3832,"IMM0012","2023-01-08","2023-01-12",1218,1657
3081,"IMM0012","2023-01-17","2023-01-21",1657,2406
1375,"IMM0012","2023-02-02","2023-02-08",2406,2855
3779,"IMM0012","2023-02-24","2023-02-28",2855,3642
1523,"IMM0012","2023-03-01","2023-03-04",3642,4439
1676,"IMM0012","2023-03-18","2023-03-23",4439,5006
3703,"IMM0012","2023-04-04","2023-04-09",5006,5633
1752,"IMM0012","2023-05-30","2023-06-09",5633,5749
3491,"IMM0012","2023-06-03","2023-06-10",5749,5804
787,"IMM0012","2023-07-23","2023-08-02",5804,5980
274,"IMM0012","2023-07-25","2023-08-04",5980,6040
2477,"IMM0012","2023-08-11","2023-08-20",6040,6621
3530,"IMM0012","2023-08-22","2023-08-29",6621,7408
188,"IMM0012","2023-09-21","2023-09-29",7408,7670
1264,"IMM0012","2023-10-20","2023-10-27",7670,8036
2493,"IMM0012","2023-10-23","2023-10-31",8036,8657
1620,"IMM0012","2023-11-25","2023-12-03",8657,9233
2928,"IMM0012","2023-12-11","2023-12-21",9233,9654
2289,"IMM0012","2023-12-23","2023-12-25",9654,10199
3529,"IMM0012","2024-01-06","2024-01-07",10199,10880
191,"IMM0012","2024-01-12","2024-01-22",10880,11132
4061,"IMM0012","2024-02-29","2024-03-02",11132,11606
2398,"IMM0012","2024-02-29","2024-03-06",11606,12309
881,"IMM0012","2024-03-21","2024-03-22",12309,12651
2868,"IMM0012","2024-04-26","2024-05-04",12651,12953
2228,"IMM0012","2024-05-17","2024-05-24",12953,13448
2459,"IMM0012","2024-06-09","2024-06-14",13448,14003
1749,"IMM0012","2024-07-23","2024-07-27",14003,14605
3609,"IMM0012","2024-07-30","2024-08-08",14605,14713
2668,"IMM0012","2024-08-09","2024-08-12",14713,15276
246,"IMM0012","2024-09-02","2024-09-08",15276,15724
3578,"IMM0012","2024-09-02","2024-09-08",15724,15863
1568,"IMM0012","2024-09-10","2024-09-18",15863,16468
2482,"IMM0012","2024-09-21","2024-09-29",16468,16971
742,"IMM0012","2024-10-30","2024-11-09",16971,17562
4422,"IMM0012","2024-11-09","2024-11-18",17562,17854
3646,"IMM0012","2024-11-09","2024-11-14",17854,18155
2163,"IMM0012","2024-11-23","2024-11-29",18155,18249
3702,"IMM0013","2023-02-02","2023-02-04",301,356
4269,"IMM0013","2023-02-11","2023-02-20",356,452
1717,"IMM0013","2023-02-16","2023-02-22",452,819
3438,"IMM0013","2023-03-01","2023-03-11",819,1166
3128,"IMM0013","2023-04-15","2023-04-22",1166,1216
2455,"IMM0013","2023-04-25","2023-05-05",1216,1326
1737,"IMM0013","2023-06-03","2023-06-11",1326,1788
2127,"IMM0013","2023-06-11","2023-06-19",1788,2120
3765,"IMM0013","2023-06-19","2023-06-26",2120,2766
1004,"IMM0013","2023-07-01","2023-07-03",2766,3252
665,"IMM0013","2023-07-11","2023-07-14",3252,3483
949,"IMM0013","2023-08-08","2023-08-14",3483,3578
1948,"IMM0013","2023-08-16","2023-08-26",3578,4324
3319,"IMM0013","2023-08-26","2023-09-01",4324,4733
3349,"IMM0013","2023-08-29","2023-09-07",4733,5511
575,"IMM0013","2023-09-03","2023-09-13",5511,6215
364,"IMM0013","2023-09-15","2023-09-16",6215,6574
1005,"IMM0013","2023-09-29","2023-10-05",6574,7157
1816,"IMM0013","2023-10-15","2023-10-19",7157,7428
3055,"IMM0013","2023-11-02","2023-11-05",7428,8034
3408,"IMM0013","2023-11-23","2023-11-30",8034,8085
823,"IMM0013","2023-11-28","2023-12-02",8085,8662
2571,"IMM0013","2023-12-04","2023-12-10",8662,8712
213,"IMM0013","2023-12-31","2024-01-03",8712,9362
2775,"IMM0013","2024-01-02","2024-01-10",9362,9609
4249,"IMM0013","2024-02-03","2024-02-04",9609,9767
256,"IMM0013","2024-02-04","2024-02-06",9767,10005
2411,"IMM0013","2024-02-07","2024-02-13",10005,10531
776,"IMM0013","2024-02-09","2024-02-18",10531,10675
3071,"IMM0013","2024-02-17","2024-02-26",10675,10781
3153,"IMM0013","2024-02-20","2024-02-22",10781,11443
2419,"IMM0013","2024-05-30","2024-06-09",11443,12074
950,"IMM0013","2024-05-31","2024-06-04",12074,12534
3062,"IMM0013","2024-06-04","2024-06-05",12534,12948
2753,"IMM0013","2024-06-07","2024-06-09",12948,13587
778,"IMM0013","2024-06-25","2024-07-05",13587,13864
3374,"IMM0013","2024-08-07","2024-08-16",13864,14362
668,"IMM0013","2024-08-28","2024-09-06",14362,14855
4035,"IMM0013","2024-09-01","2024-09-03",14855,15399
64,"IMM0013","2024-09-12","2024-09-21",15399,15460
2550,"IMM0013","2024-09-14","2024-09-24",15460,15661
1672,"IMM0013","2024-09-25","2024-09-28",15661,16282
2996,"IMM0013","2024-10-17","2024-10-18",16282,16834
831,"IMM0013","2024-10-22","2024-11-01",16834,17316
686,"IMM0013","2024-11-20","2024-11-23",17316,17971
1803,"IMM0013","2024-12-03","2024-12-07",17971,18164
4018,"IMM0014","2023-01-08","2023-01-10",335,557
903,"IMM0014","2023-02-03","2023-02-05",557,1174
3536,"IMM0014","2023-02-12","2023-02-13",1174,1882
520,"IMM0014","2023-02-13","2023-02-22",1882,2015
995,"IMM0014","2023-02-23","2023-02-26",2015,2749
1885,"IMM0014","2023-03-02","2023-03-12",2749,3422
1816,"IMM0014","2023-03-11","2023-03-15",3422,3532
1492,"IMM0014","2023-03-16","2023-03-22",3532,3947
4162,"IMM0014","2023-03-17","2023-03-25",3947,4591
1112,"IMM0014","2023-03-18","2023-03-19",4591,5080
1235,"IMM0014","2023-04-19","2023-04-23",5080,5247
2331,"IMM0014","2023-05-15","2023-05-21",5247,5911
3527,"IMM0014","2023-05-19","2023-05-28",5911,6634
4137,"IMM0014","2023-06-08","2023-06-18",6634,6791
166,"IMM0014","2023-06-17","2023-06-27",6791,7561
3170,"IMM0014","2023-07-05","2023-07-07",7561,8195
3315,"IMM0014","2023-07-19","2023-07-28",8195,8294
2361,"IMM0014","2023-08-07","2023-08-13",8294,8375
2817,"IMM0014","2023-08-24","2023-08-27",8375,8516
534,"IMM0014","2023-09-19","2023-09-22",8516,8616
1779,"IMM0014","2023-09-29","2023-10-06",8616,8672
4251,"IMM0014","2023-10-14","2023-10-16",8672,9136
2246,"IMM0014","2023-11-22","2023-11-24",9136,9891
110,"IMM0014","2023-12-24","2023-12-29",9891,10202
3335,"IMM0014","2023-12-28","2023-12-29",10202,10806
618,"IMM0014","2024-01-07","2024-01-17",10806,11367
838,"IMM0014","2024-01-15","2024-01-20",11367,11456
1935,"IMM0014","2024-01-30","2024-02-04",11456,11941
2668,"IMM0014","2024-02-02","2024-02-07",11941,12278
2887,"IMM0014","2024-02-02","2024-02-03",12278,12741
95,"IMM0014","2024-02-14","2024-02-24",12741,13487
2724,"IMM0014","2024-02-29","2024-03-09",13487,13572
3392,"IMM0014","2024-03-15","2024-03-18",13572,14330
3742,"IMM0014","2024-04-04","2024-04-09",14330,14728
3264,"IMM0014","2024-04-27","2024-05-04",14728,15386
1806,"IMM0014","2024-05-04","2024-05-14",15386,16088
4476,"IMM0014","2024-05-22","2024-05-28",16088,16723
333,"IMM0014","2024-06-18","2024-06-26",16723,17037
1161,"IMM0014","2024-07-07","2024-07-17",17037,17367
641,"IMM0014","2024-07-23","2024-07-28",17367,17563
132,"IMM0014","2024-07-30","2024-08-04",17563,18248
2942,"IMM0014","2024-08-13","2024-08-21",18248,18964
3630,"IMM0014","2024-08-29","2024-09-05",18964,19197
2591,"IMM0014","2024-10-27","2024-10-31",19197,19937
4372,"IMM0014","2024-11-12","2024-11-17",19937,20452
3328,"IMM0014","2024-11-23","2024-11-30",20452,21121
702,"IMM0014","2024-12-08","2024-12-18",21121,21524
1045,"IMM0015","2023-01-09","2023-01-14",3367,3826
4493,"IMM0015","2023-01-15","2023-01-25",3826,4522
3384,"IMM0015","2023-02-15","2023-02-23",4522,5238
377,"IMM0015","2023-03-28","2023-03-30",5238,5693
3028,"IMM0015","2023-04-09","2023-04-16",5693,5904
4077,"IMM0015","2023-05-04","2023-05-12",5904,6654
2420,"IMM0015","2023-05-07","2023-05-08",6654,6865
516,"IMM0015","2023-05-13","2023-05-19",6865,7424
1083,"IMM0015","2023-05-18","2023-05-22",7424,7562
1209,"IMM0015","2023-05-21","2023-05-27",7562,7763
2241,"IMM0015","2023-05-23","2023-05-26",7763,8020
2787,"IMM0015","2023-07-14","2023-07-17",8020,8419
3198,"IMM0015","2023-07-19","2023-07-20",8419,8469
4269,"IMM0015","2023-10-20","2023-10-26",8469,9054
2531,"IMM0015","2023-10-28","2023-11-07",9054,9503
513,"IMM0015","2023-11-12","2023-11-20",9503,9737
885,"IMM0015","2023-11-24","2023-11-30",9737,9844
2782,"IMM0015","2024-01-20","2024-01-23",9844,9902
2949,"IMM0015","2024-02-01","2024-02-05",9902,10290
1632,"IMM0015","2024-02-01","2024-02-03",10290,10532
976,"IMM0015","2024-02-02","2024-02-11",10532,10860
3044,"IMM0015","2024-02-04","2024-02-11",10860,10927
2699,"IMM0015","2024-02-05","2024-02-15",10927,11615
1884,"IMM0015","2024-02-13","2024-02-18",11615,12344
1224,"IMM0015","2024-02-15","2024-02-19",12344,12547
1040,"IMM0015","2024-03-21","2024-03-23",12547,12603
698,"IMM0015","2024-04-01","2024-04-04",12603,13245
2219,"IMM0015","2024-04-25","2024-04-30",13245,13526
893,"IMM0015","2024-05-22","2024-05-27",13526,14291
616,"IMM0015","2024-06-15","2024-06-20",14291,14372
4410,"IMM0015","2024-06-18","2024-06-26",14372,14946
1823,"IMM0015","2024-06-21","2024-06-26",14946,15707
1613,"IMM0015","2024-07-07","2024-07-15",15707,16250
4457,"IMM0015","2024-08-19","2024-08-22",16250,17005
2489,"IMM0015","2024-09-03","2024-09-04",17005,17207
792,"IMM0015","2024-09-15","2024-09-17",17207,17694
4350,"IMM0015","2024-10-07","2024-10-10",17694,17977
760,"IMM0015","2024-11-19","2024-11-23",17977,18530
4236,"IMM0015","2024-12-03","2024-12-05",18530,19094
894,"IMM0015","2024-12-30","2024-12-31",19094,19187
1529,"IMM0016","2023-03-11","2023-03-20",930,1005
2713,"IMM0016","2023-04-30","2023-05-01",1005,1310
2063,"IMM0016","2023-05-11","2023-05-17",1310,1734
1888,"IMM0016","2023-05-12","2023-05-21",1734,2323
1530,"IMM0016","2023-05-28","2023-06-06",2323,2856
1302,"IMM0016","2023-06-02","2023-06-03",2856,3174
3616,"IMM0016","2023-06-04","2023-06-11",3174,3708
3565,"IMM0016","2023-06-16","2023-06-23",3708,4145
363,"IMM0016","2023-07-10","2023-07-19",4145,4326
4427,"IMM0016","2023-07-20","2023-07-29",4326,4883
2452,"IMM0016","2023-07-27","2023-08-02",4883,5656
4101,"IMM0016","2023-08-07","2023-08-15",5656,5786
1060,"IMM0016","2023-08-11","2023-08-12",5786,6476
3872,"IMM0016","2023-10-17","2023-10-23",6476,6738
592,"IMM0016","2023-10-30","2023-11-03",6738,7521
3196,"IMM0016","2023-11-04","2023-11-13",7521,7939
1554,"IMM0016","2023-11-15","2023-11-17",7939,8369
1117,"IMM0016","2023-11-15","2023-11-22",8369,8550
781,"IMM0016","2023-11-19","2023-11-20",8550,9092
2422,"IMM0016","2023-11-26","2023-11-28",9092,9405
2158,"IMM0016","2023-12-01","2023-12-05",9405,9458
998,"IMM0016","2023-12-07","2023-12-08",9458,9904
669,"IMM0016","2023-12-19","2023-12-24",9904,10247
2913,"IMM0016","2023-12-22","2023-12-25",10247,10902
3129,"IMM0016","2024-01-06","2024-01-11",10902,11312
3780,"IMM0016","2024-01-28","2024-02-02",11312,11639
1678,"IMM0016","2024-02-23","2024-02-27",11639,11759
3923,"IMM0016","2024-03-03","2024-03-05",11759,11934
2969,"IMM0016","2024-03-21","2024-03-25",11934,12216
1991,"IMM0016","2024-04-07","2024-04-12",12216,12860
3694,"IMM0016","2024-04-19","2024-04-22",12860,13547
3541,"IMM0016","2024-04-22","2024-05-02",13547,14075
234,"IMM0016","2024-04-29","2024-05-01",14075,14150
375,"IMM0016","2024-05-20","2024-05-24",14150,14848
2479,"IMM0016","2024-05-29","2024-06-02",14848,15199
2471,"IMM0016","2024-05-31","2024-06-10",15199,15863
4066,"IMM0016","2024-06-15","2024-06-21",15863,16641
4447,"IMM0016","2024-06-19","2024-06-25",16641,17255
3387,"IMM0016","2024-06-23","2024-06-25",17255,17848
4289,"IMM0016","2024-06-29","2024-07-08",17848,17992
3901,"IMM0016","2024-07-24","2024-08-02",17992,18455
440,"IMM0016","2024-08-03","2024-08-06",18455,18623
3002,"IMM0016","2024-09-23","2024-10-03",18623,19277
1258,"IMM0016","2024-10-03","2024-10-11",19277,19948
2091,"IMM0016","2024-10-16","2024-10-20",19948,20465
3581,"IMM0016","2024-11-26","2024-11-30",20465,21042
1046,"IMM0016","2024-11-26","2024-12-04",21042,21387
369,"IMM0016","2024-11-28","2024-12-02",21387,21656
963,"IMM0016","2024-12-20","2024-12-23",21656,21877
31,"IMM0017","2023-01-07","2023-01-15",3852,4288
1141,"IMM0017","2023-01-13","2023-01-16",4288,4900
1267,"IMM0017","2023-01-15","2023-01-17",4900,5135
4414,"IMM0017","2023-01-19","2023-01-22",5135,5308
1742,"IMM0017","2023-02-11","2023-02-20",5308,5783
4401,"IMM0017","2023-05-01","2023-05-04",5783,6325
2143,"IMM0017","2023-07-10","2023-07-18",6325,6511
3496,"IMM0017","2023-07-31","2023-08-05",6511,7286
1766,"IMM0017","2023-08-12","2023-08-22",7286,7546
1619,"IMM0017","2023-08-15","2023-08-16",7546,7902
2951,"IMM0017","2023-08-23","2023-09-02",7902,8393
1361,"IMM0017","2023-09-19","2023-09-20",8393,8854
3285,"IMM0017","2023-09-28","2023-10-05",8854,8937
2238,"IMM0017","2023-10-24","2023-11-02",8937,9347
1898,"IMM0017","2023-11-14","2023-11-16",9347,9583
1658,"IMM0017","2023-11-16","2023-11-21",9583,10302
2168,"IMM0017","2023-11-26","2023-11-30",10302,10700
4269,"IMM0017","2023-12-28","2024-01-02",10700,11342
751,"IMM0017","2024-01-30","2024-02-01",11342,11925
2534,"IMM0017","2024-02-10","2024-02-17",11925,12334
804,"IMM0017","2024-02-16","2024-02-19",12334,12651
1486,"IMM0017","2024-02-17","2024-02-19",12651,12730
3186,"IMM0017","2024-02-25","2024-02-29",12730,13258
724,"IMM0017","2024-03-25","2024-04-02",13258,14032
156,"IMM0017","2024-04-06","2024-04-11",14032,14654
1848,"IMM0017","2024-04-15","2024-04-22",14654,14962
4334,"IMM0017","2024-04-15","2024-04-17",14962,15097
3366,"IMM0017","2024-04-19","2024-04-25",15097,15740
2865,"IMM0017","2024-04-27","2024-05-03",15740,16355
3050,"IMM0017","2024-05-23","2024-06-02",16355,16669
1368,"IMM0017","2024-06-21","2024-06-23",16669,17356
2022,"IMM0017","2024-07-22","2024-07-30",17356,17993
1617,"IMM0017","2024-07-24","2024-07-26",17993,18256
3360,"IMM0017","2024-09-08","2024-09-12",18256,19011
3227,"IMM0017","2024-12-03","2024-12-09",19011,19651
107,"IMM0018","2023-01-25","2023-02-02",2060,2525
942,"IMM0018","2023-03-15","2023-03-21",2525,2603
272,"IMM0018","2023-03-16","2023-03-18",2603,2729
672,"IMM0018","2023-04-02","2023-04-06",2729,3403
871,"IMM0018","2023-05-14","2023-05-20",3403,3768
4307,"IMM0018","2023-07-01","2023-07-02",3768,4133
2319,"IMM0018","2023-07-03","2023-07-06",4133,4386
3381,"IMM0018","2023-07-16","2023-07-21",4386,4947
1281,"IMM0018","2023-07-25","2023-07-27",4947,5264
105,"IMM0018","2023-08-02","2023-08-04",5264,5316
4298,"IMM0018","2023-08-03","2023-08-10",5316,5465
3150,"IMM0018","2023-08-14","2023-08-19",5465,5986
152,"IMM0018","2023-09-21","2023-09-26",5986,6679
734,"IMM0018","2023-11-01","2023-11-07",6679,7221
1837,"IMM0018","2023-11-13","2023-11-22",7221,7948
220,"IMM0018","2023-12-21","2023-12-28",7948,8463
3121,"IMM0018","2024-01-05","2024-01-13",8463,9195
1894,"IMM0018","2024-01-10","2024-01-17",9195,9707
1487,"IMM0018","2024-02-14","2024-02-15",9707,10355
3231,"IMM0018","2024-03-11","2024-03-13",10355,10451
1485,"IMM0018","2024-03-13","2024-03-17",10451,10970
1485,"IMM0018","2024-03-18","2024-03-25",10970,11332
1833,"IMM0018","2024-04-17","2024-04-20",11332,11440
2981,"IMM0018","2024-05-02","2024-05-11",11440,11886
3595,"IMM0018","2024-05-12","2024-05-15",11886,12209
2975,"IMM0018","2024-05-14","2024-05-24",12209,12739
849,"IMM0018","2024-05-15","2024-05-21",12739,13159
3637,"IMM0018","2024-05-18","2024-05-28",13159,13409
1286,"IMM0018","2024-05-19","2024-05-27",13409,13937
59,"IMM0018","2024-05-23","2024-05-25",13937,14105
2750,"IMM0018","2024-06-16","2024-06-21",14105,14849
786,"IMM0018","2024-07-11","2024-07-19",14849,15591
4089,"IMM0018","2024-07-14","2024-07-18",15591,16281
1499,"IMM0018","2024-07-22","2024-07-29",16281,16335
3474,"IMM0018","2024-07-26","2024-08-04",16335,16733
3329,"IMM0018","2024-08-04","2024-08-13",16733,17348
4392,"IMM0018","2024-08-21","2024-08-30",17348,17828
515,"IMM0018","2024-09-01","2024-09-02",17828,18414
2811,"IMM0018","2024-10-30","2024-11-09",18414,18949
2897,"IMM0019","2023-02-22","2023-02-26",603,934
3632,"IMM0019","2023-03-22","2023-03-27",934,1311
296,"IMM0019","2023-06-03","2023-06-06",1311,1620
193,"IMM0019","2023-06-22","2023-06-28",1620,1917
3627,"IMM0019","2023-07-19","2023-07-27",1917,2140
46,"IMM0019","2023-07-25","2023-08-03",2140,2932
2236,"IMM0019","2023-07-25","2023-08-03",2932,3607
3264,"IMM0019","2023-08-06","2023-08-12",3607,3889
2120,"IMM0019","2023-09-23","2023-09-29",3889,3966
1942,"IMM0019","2023-09-28","2023-10-06",3966,4373
2291,"IMM0019","2023-09-29","2023-10-08",4373,4456
3949,"IMM0019","2023-10-06","2023-10-15",4456,4513
3069,"IMM0019","2023-10-08","2023-10-12",4513,5107
1769,"IMM0019","2023-10-28","2023-11-01",5107,5903
4372,"IMM0019","2023-12-09","2023-12-15",5903,6365
1545,"IMM0019","2023-12-22","2023-12-25",6365,7153
991,"IMM0019","2023-12-24","2023-12-28",7153,7619
3112,"IMM0019","2023-12-26","2023-12-31",7619,8206
352,"IMM0019","2024-01-23","2024-01-28",8206,8285
3889,"IMM0019","2024-01-27","2024-01-31",8285,8804
1713,"IMM0019","2024-01-30","2024-01-31",8804,9135
716,"IMM0019","2024-02-01","2024-02-07",9135,9186
3165,"IMM0019","2024-02-08","2024-02-12",9186,9416
2110,"IMM0019","2024-02-10","2024-02-11",9416,9787
847,"IMM0019","2024-02-25","2024-02-26",9787,9981
3340,"IMM0019","2024-03-10","2024-03-16",9981,10559
1888,"IMM0019","2024-03-29","2024-04-07",10559,11071
3538,"IMM0019","2024-03-31","2024-04-04",11071,11327
2387,"IMM0019","2024-05-05","2024-05-12",11327,11855
2304,"IMM0019","2024-05-16","2024-05-23",11855,12177
3229,"IMM0019","2024-05-19","2024-05-26",12177,12265
2029,"IMM0019","2024-05-23","2024-05-27",12265,12454
3979,"IMM0019","2024-05-27","2024-05-31",12454,13088
3888,"IMM0019","2024-06-14","2024-06-19",13088,13252
2750,"IMM0019","2024-08-20","2024-08-30",13252,13452
440,"IMM0019","2024-08-28","2024-09-07",13452,13792
572,"IMM0019","2024-08-31","2024-09-01",13792,13932
174,"IMM0019","2024-09-25","2024-09-28",13932,14625
4008,"IMM0019","2024-10-10","2024-10-17",14625,14720
3957,"IMM0019","2024-11-02","2024-11-11",14720,14882
2687,"IMM0019","2024-11-04","2024-11-06",14882,15333
2450,"IMM0019","2024-12-14","2024-12-23",15333,15651
698,"IMM0020","2023-01-23","2023-02-01",1593,2339
981,"IMM0020","2023-01-24","2023-01-27",2339,3003
1494,"IMM0020","2023-01-30","2023-02-03",3003,3789
3270,"IMM0020","2023-02-02","2023-02-04",3789,4062
900,"IMM0020","2023-03-03","2023-03-06",4062,4304
4031,"IMM0020","2023-03-31","2023-04-08",4304,4613
2982,"IMM0020","2023-07-07","2023-07-17",4613,5323
4268,"IMM0020","2023-07-10","2023-07-15",5323,6061
840,"IMM0020","2023-07-21","2023-07-25",6061,6365
4082,"IMM0020","2023-07-27","2023-08-03",6365,6927
3653,"IMM0020","2023-08-04","2023-08-05",6927,7319
4138,"IMM0020","2023-08-09","2023-08-10",7319,7870
542,"IMM0020","2023-08-30","2023-08-31",7870,8563
3314,"IMM0020","2023-09-15","2023-09-21",8563,8734
246,"IMM0020","2023-09-27","2023-10-04",8734,9057
335,"IMM0020","2023-10-04","2023-10-12",9057,9143
3728,"IMM0020","2023-11-26","2023-12-05",9143,9402
4407,"IMM0020","2023-12-09","2023-12-14",9402,9903
4350,"IMM0020","2023-12-16","2023-12-21",9903,10477
1608,"IMM0020","2023-12-19","2023-12-20",10477,10760
2084,"IMM0020","2024-01-16","2024-01-25",10760,11169
3789,"IMM0020","2024-02-18","2024-02-22",11169,11662
2692,"IMM0020","2024-02-24","2024-02-29",11662,12418
60,"IMM0020","2024-03-13","2024-03-18",12418,12736
1060,"IMM0020","2024-03-19","2024-03-27",12736,12975
4212,"IMM0020","2024-04-02","2024-04-03",12975,13654
82,"IMM0020","2024-04-17","2024-04-21",13654,13824
3701,"IMM0020","2024-04-23","2024-05-02",13824,14392
2006,"IMM0020","2024-04-25","2024-05-02",14392,14704
2013,"IMM0020","2024-04-26","2024-04-28",14704,15192
4035,"IMM0020","2024-04-26","2024-05-05",15192,15575
4118,"IMM0020","2024-04-29","2024-05-04",15575,15892
2189,"IMM0020","2024-05-02","2024-05-03",15892,16506
2585,"IMM0020","2024-05-07","2024-05-17",16506,16776
197,"IMM0020","2024-06-14","2024-06-18",16776,17016
276,"IMM0020","2024-06-24","2024-07-02",17016,17707
3046,"IMM0020","2024-06-24","2024-07-01",17707,17762
2804,"IMM0020","2024-08-02","2024-08-05",17762,18245
444,"IMM0020","2024-08-27","2024-08-29",18245,18665
1303,"IMM0020","2024-08-29","2024-09-02",18665,19379
310,"IMM0020","2024-10-11","2024-10-14",19379,20050
3295,"IMM0020","2024-10-18","2024-10-25",20050,20300
1794,"IMM0020","2024-11-02","2024-11-03",20300,20964
1353,"IMM0020","2024-11-15","2024-11-19",20964,21380
3274,"IMM0020","2024-12-03","2024-12-09",21380,21701
27,"IMM0020","2024-12-23","2024-12-27",21701,21781
3977,"IMM0021","2023-01-05","2023-01-15",3425,3932
1676,"IMM0021","2023-01-23","2023-02-02",3932,4520
1232,"IMM0021","2023-01-27","2023-02-01",4520,5303
2700,"IMM0021","2023-02-03","2023-02-09",5303,5595
4312,"IMM0021","2023-02-09","2023-02-11",5595,6028
694,"IMM0021","2023-02-26","2023-03-07",6028,6238
3982,"IMM0021","2023-02-27","2023-03-02",6238,6982
1539,"IMM0021","2023-03-03","2023-03-12",6982,7173
3577,"IMM0021","2023-03-22","2023-03-27",7173,7357
